29,-1,168.3,415.29,99.44,64.01,0.8
29,-1,402.8,292.33,101.67,76.52,0.8
29,-1,613.85,189.13,128.51,73.46,0.8
29,-1,543.36,439.37,108.58,65.72,0.8
29,-1,580.17,515.6,110.96,65.21,0.8
30,-1,167.49,413.66,99.44,64.01,0.8
30,-1,402.8,295.56,101.67,76.53,0.8
30,-1,614.18,186.52,130.47,74.76,0.8
30,-1,541.83,439.47,110.11,66.57,0.8
30,-1,578.57,515.14,110.96,65.22,0.8
31,-1,167.49,409.66,99.44,64.01,0.8
31,-1,402.8,298.8,101.67,76.53,0.8
31,-1,614.51,183.92,132.43,76.06,0.8
31,-1,540.3,439.56,111.64,67.43,0.8
31,-1,576.97,514.69,110.96,65.21,0.8
32,-1,167.49,405.66,99.44,64.01,0.8
32,-1,402.8,302.04,101.67,76.53,0.8
32,-1,614.83,181.31,134.4,77.36,0.8
32,-1,538.78,439.66,113.16,68.28,0.8
32,-1,575.37,514.23,110.96,65.21,0.8
33,-1,163.49,405.94,99.44,64.02,0.8
33,-1,402.8,305.28,101.67,76.53,0.8
33,-1,615.16,178.71,136.36,78.65,0.8
33,-1,537.25,439.75,114.69,69.15,0.8
33,-1,573.77,513.77,110.96,65.22,0.8
34,-1,159.49,406.23,99.44,64.01,0.8
34,-1,402.8,308.52,101.67,76.52,0.8
34,-1,615.49,176.1,138.32,79.96,0.8
34,-1,535.73,439.85,116.21,70.0,0.8
34,-1,572.17,513.32,110.96,65.21,0.8
35,-1,155.49,406.51,99.44,64.02,0.8
35,-1,402.11,306.23,101.67,76.53,0.8
35,-1,617.49,177.53,138.32,79.96,0.8
35,-1,534.2,439.94,117.74,70.86,0.8
35,-1,570.57,512.86,110.96,65.21,0.8
36,-1,151.49,406.8,99.44,64.01,0.8
36,-1,401.43,303.94,101.67,76.53,0.8
36,-1,619.49,178.96,138.32,79.95,0.8
36,-1,533.89,439.01,117.74,70.85,0.8
36,-1,568.97,512.4,110.96,65.21,0.8
37,-1,147.68,407.56,99.81,65.91,0.8
37,-1,400.74,301.66,101.67,76.53,0.8
37,-1,621.49,180.39,138.32,79.95,0.8
37,-1,533.58,438.07,117.74,70.86,0.8
37,-1,567.37,511.94,110.96,65.22,0.8
38,-1,143.87,408.32,100.17,67.8,0.8
38,-1,400.06,299.37,101.67,76.53,0.8
38,-1,623.49,181.81,138.32,79.96,0.8
38,-1,533.26,437.14,117.75,70.85,0.8
38,-1,564.17,512.63,112.78,67.26,0.8
39,-1,140.06,409.09,100.54,69.68,0.8
39,-1,399.37,297.09,101.67,76.53,0.8
39,-1,626.06,181.81,141.17,81.09,0.8
39,-1,532.95,436.2,117.75,70.86,0.8
39,-1,560.97,513.32,114.6,69.31,0.8
40,-1,139.68,406.04,100.54,69.68,0.8
40,-1,398.72,294.31,102.97,78.33,0.8
40,-1,628.63,181.81,144.02,82.23,0.8
40,-1,532.64,435.27,117.74,70.85,0.8
40,-1,557.77,514.0,116.43,71.36,0.8
41,-1,139.3,402.99,100.54,69.69,0.8
41,-1,398.06,291.54,104.28,80.12,0.8
41,-1,631.2,181.81,146.87,83.36,0.8
41,-1,532.33,434.33,117.74,70.86,0.8
41,-1,554.57,514.69,118.25,73.4,0.8
42,-1,138.92,399.94,100.54,69.69,0.8
42,-1,397.41,288.76,105.57,81.92,0.8
42,-1,633.77,181.81,149.72,84.49,0.8
42,-1,532.02,433.4,117.74,70.85,0.8
42,-1,551.37,515.37,120.07,75.46,0.8
43,-1,137.2,395.09,100.54,69.68,0.8
43,-1,396.76,285.98,106.87,83.72,0.8
43,-1,633.45,178.55,149.71,84.48,0.8
43,-1,531.71,432.46,117.74,70.86,0.8
43,-1,552.51,517.66,120.08,75.45,0.8
44,-1,135.49,390.23,100.54,69.68,0.8
44,-1,396.11,283.21,108.17,85.51,0.8
44,-1,633.12,175.28,149.71,84.49,0.8
44,-1,531.39,431.53,117.75,70.85,0.8
44,-1,553.66,519.94,120.07,75.46,0.8
45,-1,133.77,385.37,100.55,69.69,0.8
45,-1,395.45,280.43,109.47,87.31,0.8
45,-1,632.79,172.02,149.72,84.48,0.8
45,-1,531.08,430.59,117.75,70.86,0.8
45,-1,554.8,522.23,120.07,75.46,0.8
46,-1,132.06,380.52,100.54,69.68,0.8
46,-1,394.8,277.66,110.77,89.1,0.8
46,-1,632.47,168.75,149.71,84.49,0.8
46,-1,530.77,429.66,117.74,70.85,0.8
46,-1,555.94,524.52,120.07,75.45,0.8
47,-1,131.3,374.04,103.58,73.12,0.8
47,-1,394.8,275.75,110.77,89.1,0.8
47,-1,632.14,165.49,149.71,84.48,0.8
47,-1,530.77,430.99,117.74,70.86,0.8
47,-1,555.56,522.99,120.07,75.46,0.8
48,-1,130.54,367.56,106.61,76.55,0.8
48,-1,394.8,273.85,110.77,89.1,0.8
48,-1,631.81,162.22,149.72,84.49,0.8
48,-1,530.77,432.32,117.74,70.86,0.8
48,-1,555.18,521.47,120.07,75.45,0.8
49,-1,129.77,361.09,109.66,79.98,0.8
49,-1,394.8,271.94,110.77,89.1,0.8
49,-1,631.49,158.96,149.71,84.48,0.8
49,-1,530.77,433.66,117.74,70.85,0.8
49,-1,554.8,519.94,120.07,75.46,0.8
50,-1,124.44,358.04,112.31,82.65,0.8
50,-1,394.8,270.04,110.77,89.1,0.8
50,-1,634.06,157.24,149.71,84.49,0.8
50,-1,530.77,434.99,117.74,70.86,0.8
50,-1,554.42,518.42,120.07,75.46,0.8
51,-1,119.11,354.99,114.96,85.32,0.8
51,-1,394.8,268.13,110.77,89.1,0.8
51,-1,636.63,155.53,149.71,84.48,0.8
51,-1,530.77,436.32,117.74,70.86,0.8
51,-1,554.04,516.9,120.07,75.45,0.8
52,-1,113.77,351.94,117.62,87.99,0.8
52,-1,394.8,266.23,110.77,89.1,0.8
52,-1,639.2,153.81,149.71,84.49,0.8
52,-1,530.77,437.66,117.74,70.85,0.8
52,-1,553.66,515.37,120.07,75.46,0.8
53,-1,113.09,351.26,117.61,87.98,0.8
53,-1,395.56,263.94,110.77,89.1,0.8
53,-1,641.77,152.1,149.72,84.49,0.8
53,-1,528.49,434.69,117.74,70.85,0.8
53,-1,549.09,511.94,120.07,75.46,0.8
54,-1,112.4,350.57,117.61,87.99,0.8
54,-1,396.32,261.66,110.77,89.1,0.8
54,-1,646.92,153.81,149.71,84.49,0.8
54,-1,526.2,431.72,117.74,70.85,0.8
54,-1,544.8,507.94,120.07,75.46,0.8
55,-1,111.72,349.89,117.61,87.98,0.8
55,-1,397.08,259.37,110.78,89.1,0.8
55,-1,652.06,155.53,149.71,84.48,0.8
55,-1,523.91,428.74,117.75,70.86,0.8
55,-1,540.52,503.94,120.07,75.46,0.8
56,-1,111.03,349.2,117.61,87.99,0.8
56,-1,397.85,257.09,110.77,89.1,0.8
56,-1,657.2,157.24,149.72,84.49,0.8
56,-1,521.63,425.77,117.74,70.86,0.8
56,-1,537.37,504.51,120.07,75.46,0.8
57,-1,110.34,348.52,117.62,87.98,0.8
57,-1,398.61,254.8,110.77,89.1,0.8
57,-1,662.35,158.96,149.71,84.48,0.8
57,-1,519.34,422.8,117.75,70.86,0.8
57,-1,534.23,505.09,120.07,75.45,0.8
58,-1,112.06,337.09,117.61,87.98,0.8
58,-1,399.37,252.51,110.77,89.1,0.8
58,-1,666.92,162.38,149.71,84.49,0.8
58,-1,517.63,418.8,117.74,70.86,0.8
58,-1,534.23,508.23,120.07,75.46,0.8
59,-1,113.77,325.66,117.62,87.98,0.8
59,-1,399.37,249.09,110.77,89.1,0.8
59,-1,666.92,161.53,149.71,84.48,0.8
59,-1,515.91,414.8,117.75,70.86,0.8
59,-1,534.23,511.37,120.07,75.46,0.8
60,-1,112.92,321.66,117.61,87.98,0.8
60,-1,399.37,245.66,110.77,89.1,0.8
60,-1,666.92,160.67,149.71,84.49,0.8
60,-1,514.2,410.8,117.74,70.86,0.8
60,-1,534.23,514.52,120.07,75.45,0.8
61,-1,112.06,317.66,117.61,87.98,0.8
61,-1,399.37,242.23,110.77,89.1,0.8
61,-1,666.92,159.81,149.71,84.49,0.8
61,-1,512.49,406.8,117.74,70.86,0.8
61,-1,534.23,517.66,120.07,75.45,0.8
62,-1,111.2,313.66,117.61,87.98,0.8
62,-1,399.37,238.8,110.77,89.1,0.8
62,-1,666.92,158.96,149.71,84.48,0.8
62,-1,511.91,406.8,120.89,73.14,0.8
62,-1,532.66,516.8,120.07,75.46,0.8
63,-1,110.34,309.66,117.62,87.98,0.8
63,-1,398.51,238.23,110.77,89.1,0.8
63,-1,662.92,151.53,149.71,84.48,0.8
63,-1,511.34,406.8,124.03,75.43,0.8
63,-1,531.09,515.94,120.07,75.46,0.8
64,-1,105.77,303.94,117.62,87.99,0.8
64,-1,397.66,237.66,110.77,89.1,0.8
64,-1,658.92,144.1,149.71,84.48,0.8
64,-1,510.77,406.8,127.17,77.71,0.8
64,-1,529.52,515.09,120.07,75.45,0.8
65,-1,101.2,298.23,117.61,87.98,0.8
65,-1,396.8,237.09,110.77,89.1,0.8
65,-1,657.4,141.05,149.71,84.49,0.8
65,-1,510.2,406.8,130.31,80.0,0.8
65,-1,527.94,514.23,120.08,75.46,0.8
66,-1,98.63,299.66,117.61,87.98,0.8
66,-1,395.94,236.51,110.77,89.1,0.8
66,-1,655.87,138.0,149.71,84.49,0.8
66,-1,510.2,412.51,130.31,80.0,0.8
66,-1,526.37,513.37,120.07,75.46,0.8
67,-1,96.06,301.09,117.61,87.98,0.8
67,-1,394.8,233.08,110.77,89.1,0.8
67,-1,654.35,134.96,149.71,84.48,0.8
67,-1,510.2,418.23,130.31,80.0,0.8
67,-1,524.8,512.52,120.07,75.45,0.8
68,-1,93.49,302.52,117.61,87.98,0.8
68,-1,394.91,231.83,110.77,89.1,0.8
68,-1,656.63,128.67,149.72,84.49,0.8
68,-1,509.44,417.47,130.31,80.0,0.8
68,-1,523.23,511.66,120.07,75.45,0.8
69,-1,90.92,303.94,117.61,87.99,0.8
69,-1,395.03,230.57,110.77,89.1,0.8
69,-1,658.92,122.38,149.71,84.49,0.8
69,-1,508.68,416.7,130.31,80.0,0.8
69,-1,521.66,510.8,120.07,75.46,0.8
70,-1,90.69,302.12,117.61,87.98,0.8
70,-1,395.14,229.31,110.77,89.1,0.8
70,-1,663.03,124.21,151.31,86.77,0.8
70,-1,507.91,415.94,130.32,80.0,0.8
70,-1,517.09,507.37,120.07,75.46,0.8
71,-1,90.46,300.29,117.61,87.98,0.8
71,-1,395.26,228.06,110.77,89.1,0.8
71,-1,667.15,126.04,152.91,89.05,0.8
71,-1,507.15,415.18,130.32,80.0,0.8
71,-1,512.52,503.94,120.07,75.46,0.8
72,-1,90.23,298.46,117.61,87.98,0.8
72,-1,395.37,226.8,110.77,89.1,0.8
72,-1,671.26,127.87,154.51,91.33,0.8
72,-1,506.39,414.42,130.31,80.0,0.8
72,-1,510.23,501.09,120.07,75.45,0.8
73,-1,90.0,296.63,117.61,87.98,0.8
73,-1,395.48,225.54,110.78,89.1,0.8
73,-1,675.38,129.7,156.11,93.61,0.8
73,-1,505.63,413.66,130.31,80.0,0.8
73,-1,507.94,498.23,120.07,75.45,0.8
74,-1,89.77,294.8,117.62,87.99,0.8
74,-1,395.6,224.29,110.77,89.09,0.8
74,-1,679.49,131.53,157.71,95.88,0.8
74,-1,504.87,412.9,130.31,79.99,0.8
74,-1,507.66,502.23,120.07,75.45,0.8
75,-1,90.92,282.23,117.61,87.98,0.8
75,-1,395.71,223.03,110.78,89.1,0.8
75,-1,681.78,133.81,157.71,95.89,0.8
75,-1,504.1,412.13,130.32,80.0,0.8
75,-1,507.37,506.23,120.07,75.45,0.8
76,-1,90.34,277.66,117.62,87.98,0.8
76,-1,395.83,221.77,110.77,89.1,0.8
76,-1,684.06,136.1,157.71,95.89,0.8
76,-1,503.34,411.37,130.32,80.0,0.8
76,-1,507.09,510.23,120.07,75.45,0.8
77,-1,89.77,273.09,117.62,87.98,0.8
77,-1,395.94,220.51,110.77,89.1,0.8
77,-1,685.35,134.39,157.71,95.88,0.8
77,-1,495.34,403.37,130.32,80.0,0.8
77,-1,506.8,514.23,120.07,75.45,0.8
78,-1,92.06,267.37,117.61,87.99,0.8
78,-1,396.8,217.37,110.77,89.1,0.8
78,-1,686.63,132.67,157.71,95.89,0.8
78,-1,495.34,404.97,130.32,80.0,0.8
78,-1,507.94,521.09,120.08,75.45,0.8
79,-1,92.06,262.79,117.61,92.57,0.8
79,-1,397.66,214.23,110.77,89.1,0.8
79,-1,687.92,130.96,157.71,95.88,0.8
79,-1,495.34,406.57,130.32,80.0,0.8
79,-1,509.09,527.94,120.07,75.46,0.8
80,-1,92.06,258.2,117.61,97.16,0.8
80,-1,398.51,211.09,110.78,89.09,0.8
80,-1,689.2,129.24,157.71,95.89,0.8
80,-1,495.34,408.17,130.32,80.0,0.8
80,-1,509.09,527.94,124.64,80.61,0.8
81,-1,92.73,257.06,117.61,97.16,0.8
81,-1,399.37,207.94,110.77,89.1,0.8
81,-1,690.49,127.53,157.71,95.88,0.8
81,-1,495.34,409.77,130.32,80.0,0.8
81,-1,509.09,527.94,129.21,85.76,0.8
82,-1,93.39,255.91,117.61,97.16,0.8
82,-1,399.37,203.92,110.77,93.12,0.8
82,-1,691.78,125.81,157.71,95.89,0.8
82,-1,495.34,411.37,130.32,80.0,0.8
82,-1,509.09,527.94,127.61,85.76,0.8
83,-1,94.06,254.77,117.61,97.16,0.8
83,-1,399.37,199.9,110.77,97.14,0.8
83,-1,693.06,124.1,157.71,95.89,0.8
83,-1,497.63,418.61,130.31,80.0,0.8
83,-1,509.09,527.94,126.01,85.76,0.8
84,-1,94.73,253.63,117.61,97.16,0.8
84,-1,405.09,199.33,110.77,97.14,0.8
84,-1,694.35,122.39,157.71,95.88,0.8
84,-1,499.91,425.85,130.32,80.0,0.8
84,-1,509.09,527.94,124.41,85.76,0.8
85,-1,95.39,252.49,117.61,97.15,0.8
85,-1,410.8,198.76,110.77,97.14,0.8
85,-1,697.78,121.24,157.7,95.89,0.8
85,-1,502.2,433.09,130.31,80.0,0.8
85,-1,509.09,527.94,122.81,85.76,0.8
86,-1,96.06,251.34,117.61,97.16,0.8
86,-1,413.47,201.42,110.77,97.15,0.8
86,-1,701.2,120.1,157.71,95.89,0.8
86,-1,503.06,431.94,130.31,80.0,0.8
86,-1,509.09,527.94,121.21,85.76,0.8
87,-1,96.73,250.2,117.61,97.16,0.8
87,-1,416.13,204.09,110.77,97.14,0.8
87,-1,704.63,118.96,157.71,95.88,0.8
87,-1,503.91,430.8,130.32,80.0,0.8
87,-1,502.23,525.66,121.21,85.75,0.8
88,-1,97.39,249.06,117.61,97.16,0.8
88,-1,418.8,206.76,110.77,97.14,0.8
88,-1,707.49,115.53,166.86,104.46,0.8
88,-1,504.77,429.66,130.31,80.0,0.8
88,-1,499.37,519.37,121.22,85.76,0.8
89,-1,98.06,247.91,117.61,97.16,0.8
89,-1,418.8,210.19,110.77,97.14,0.8
89,-1,710.35,112.1,176.01,113.03,0.8
89,-1,505.63,428.51,130.31,80.0,0.8
89,-1,496.51,513.09,121.22,85.75,0.8
90,-1,98.73,246.77,117.61,97.16,0.8
90,-1,418.8,209.23,110.77,97.15,0.8
90,-1,709.2,112.1,181.7,119.9,0.8
90,-1,505.06,423.37,130.31,80.0,0.8
90,-1,496.51,509.66,121.22,85.75,0.8
91,-1,99.39,245.63,117.61,97.16,0.8
91,-1,418.8,208.28,110.77,97.14,0.8
91,-1,707.49,116.67,181.7,119.9,0.8
91,-1,504.48,418.23,130.32,80.0,0.8
91,-1,496.51,506.23,121.22,85.76,0.8
92,-1,100.06,244.49,117.61,97.15,0.8
92,-1,418.8,207.33,110.77,97.14,0.8
92,-1,705.77,121.25,181.7,119.89,0.8
92,-1,501.63,414.8,130.31,80.0,0.8
92,-1,495.94,509.66,121.22,85.75,0.8
93,-1,100.06,226.2,117.61,97.16,0.8
93,-1,418.8,206.38,110.77,97.14,0.8
93,-1,710.73,124.67,181.69,119.9,0.8
93,-1,498.77,411.37,130.32,80.0,0.8
93,-1,495.37,513.09,121.21,85.75,0.8
94,-1,100.06,224.82,119.9,98.54,0.8
94,-1,418.8,205.42,110.77,97.15,0.8
94,-1,715.68,128.1,181.7,119.9,0.8
94,-1,489.63,409.09,130.31,80.0,0.8
94,-1,492.51,517.66,123.48,89.76,0.8
95,-1,100.06,223.44,122.18,99.92,0.8
95,-1,418.8,204.47,110.77,97.14,0.8
95,-1,720.63,131.53,181.7,119.9,0.8
95,-1,489.63,403.94,133.74,85.15,0.8
95,-1,489.66,522.23,125.74,93.77,0.8
96,-1,100.06,222.06,124.47,101.3,0.8
96,-1,421.09,199.33,110.77,97.14,0.8
96,-1,723.88,131.53,178.45,119.9,0.8
96,-1,489.63,398.8,137.17,90.29,0.8
96,-1,483.94,533.66,125.75,93.77,0.8
97,-1,100.06,220.68,126.75,102.68,0.8
97,-1,423.37,194.19,110.77,97.14,0.8
97,-1,727.12,131.53,175.21,119.9,0.8
97,-1,489.63,404.13,137.17,90.29,0.8
97,-1,483.09,533.66,125.74,93.77,0.8
98,-1,100.06,219.3,129.04,104.06,0.8
98,-1,424.51,180.47,110.78,97.15,0.8
98,-1,730.37,131.53,171.96,119.9,0.8
98,-1,489.63,409.47,137.17,90.28,0.8
98,-1,482.23,533.66,125.74,93.77,0.8
99,-1,100.06,219.3,133.64,113.2,0.8
99,-1,424.13,180.47,113.06,99.81,0.8
99,-1,733.61,131.53,168.72,119.9,0.8
99,-1,489.63,414.8,137.17,90.29,0.8
99,-1,481.37,533.66,125.74,93.77,0.8
100,-1,100.92,217.87,133.64,113.2,0.8
100,-1,423.75,180.47,115.35,102.47,0.8
100,-1,736.86,131.53,165.47,119.9,0.8
100,-1,489.63,421.28,137.17,90.28,0.8
100,-1,480.51,533.66,125.75,93.77,0.8
101,-1,101.77,216.44,133.64,113.2,0.8
101,-1,423.37,180.47,117.63,105.13,0.8
101,-1,740.1,131.53,162.23,119.9,0.8
101,-1,489.63,427.75,137.17,90.29,0.8
101,-1,479.66,533.66,125.74,93.77,0.8
102,-1,102.63,215.01,133.64,113.2,0.8
102,-1,421.09,178.19,127.87,117.74,0.8
102,-1,738.39,126.96,162.22,119.9,0.8
102,-1,489.63,434.23,137.17,90.28,0.8
102,-1,478.8,533.66,125.74,93.77,0.8
103,-1,103.49,213.59,133.64,113.2,0.8
103,-1,422.23,182.19,127.87,117.74,0.8
103,-1,736.67,122.39,162.23,119.9,0.8
103,-1,489.63,431.94,137.17,90.29,0.8
103,-1,477.94,533.66,125.75,93.77,0.8
104,-1,104.34,212.16,133.65,113.2,0.8
104,-1,423.37,186.19,127.87,117.74,0.8
104,-1,740.1,120.1,162.23,119.9,0.8
104,-1,489.63,429.66,137.17,90.28,0.8
104,-1,477.09,533.66,125.74,93.77,0.8
105,-1,105.2,210.73,133.64,113.2,0.8
105,-1,423.37,186.19,137.03,130.31,0.8
105,-1,743.53,117.82,162.23,119.89,0.8
105,-1,489.63,427.37,137.17,90.29,0.8
105,-1,473.09,530.23,125.74,93.77,0.8
106,-1,106.06,209.3,133.64,113.2,0.8
106,-1,424.32,185.43,137.03,130.31,0.8
106,-1,749.24,117.82,171.46,136.98,0.8
106,-1,489.63,425.09,137.17,90.28,0.8
106,-1,469.09,526.8,125.74,93.77,0.8
107,-1,106.92,207.87,133.64,113.2,0.8
107,-1,425.28,184.67,137.02,130.31,0.8
107,-1,749.24,117.82,175.46,142.68,0.8
107,-1,489.63,422.8,137.17,90.29,0.8
107,-1,469.64,524.5,125.76,96.07,0.8
108,-1,112.63,202.16,133.64,113.2,0.8
108,-1,426.23,183.9,137.03,130.31,0.8
108,-1,749.24,117.82,179.46,148.38,0.8
108,-1,489.63,420.51,137.17,90.29,0.8
108,-1,470.2,522.2,125.77,98.37,0.8
109,-1,112.63,185.01,133.64,113.2,0.8
109,-1,427.18,183.14,137.03,130.31,0.8
109,-1,760.67,126.96,179.46,148.38,0.8
109,-1,488.48,417.09,137.18,90.28,0.8
109,-1,469.82,524.49,125.77,98.37,0.8
110,-1,118.34,177.58,133.65,113.21,0.8
110,-1,428.13,182.38,137.03,130.31,0.8
110,-1,767.81,126.67,179.46,148.39,0.8
110,-1,487.34,413.66,137.17,90.28,0.8
110,-1,469.44,526.77,125.77,98.37,0.8
111,-1,124.06,170.16,133.64,113.2,0.8
111,-1,429.08,181.62,137.03,130.31,0.8
111,-1,774.96,126.39,179.45,148.38,0.8
111,-1,483.91,409.09,137.18,90.28,0.8
111,-1,469.06,529.06,125.77,98.37,0.8
112,-1,124.06,170.16,135.94,117.77,0.8
112,-1,435.94,173.62,137.03,130.31,0.8
112,-1,782.1,126.1,179.46,148.38,0.8
112,-1,485.06,406.8,137.17,90.29,0.8
112,-1,471.34,533.06,125.77,98.37,0.8
